CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
13401240,Schenectady County Medical Examiner,NY,Medical examiner office,Schenectady County,No,No,2,0,130870,Blank or nonresponse,Logical skip,Logical skip,150,No,Yes
13401241,Schuyler County Coroner,NY,Coroner office,Schuyler County,Not in short questionnaire,Not in short questionnaire,0,0,27500,Not in short questionnaire,30,30,0,No,Not in short questionnaire
13401242,Seneca County Coroner Office,NY,Coroner office,"Seneca County, New York",No,No,0,4,0,Logical skip,58,58,0,No,Yes
13401243,St. Lawrence County Coroner,NY,Coroner office,St. Lawrence County,Not in short questionnaire,Not in short questionnaire,0,0,100000,Not in short questionnaire,15,4,50,No,Not in short questionnaire
13401244,Steuben County Chief Medical Examiner,NY,Coroner office,"County Of Steuben, New York",No,No,0,0,239956,58600,255,255,55,Yes,No
13401245,Westchester County Medical Examiner,NY,Medical examiner office,Westchester County,No,No,23,0,1200000,1000000,3102,826,603,Yes,No
13401246,Suffolk County Office of the Medical Examiner,NY,Medical examiner office,Suffolk County,No,Yes,103,1,10810727,9443869,6596,1647,1204,Yes,No
13401247,Sullivan County Office of the Corner,NY,Coroner office,"County Of Sullivan, New York",No,No,0,5,325000,45000,225,Logical skip,125,No,No
13401248,Tioga County Coroner's Office,NY,Coroner office,Tioga County,No,No,0,15,125000,Logical skip,98,98,35,Yes,No
13401250,Warren County Coroner Office,NY,Coroner office,Warren County,No,No,1,0,150000,Logical skip,160,125,66,No,No
13401251,Wayne County Chief Medical Examiner,NY,Coroner office,"State Of New York, County Of Wayne",No,No,0,1,115000,40000,57,52,33,No,No
13401252,Wyoming County Coroner,NY,Coroner office,"Wyoming County, Ny",No,No,5,0,12000,Logical skip,Logical skip,100,50,No,No
13401253,Yates County Sheriff/coroner Office,NY,Sheriff-coroner office,"County Of Yates, New York",No,No,4,4,43114,20507,64,1,25,Yes,No
13402157,Orleans County Coroner,NY,Coroner office,"Orleans County, State Of New York",No,No,0,3,45000,24000,120,50,25,No,No
13402158,Washington County Coroner,NY,Coroner office,Washington County,Not in short questionnaire,Not in short questionnaire,0,5,106265,Not in short questionnaire,562,Logical skip,30,No,Not in short questionnaire
13402160,Cayuga County Coroner,NY,Coroner office,Cayuga County,Not in short questionnaire,Not in short questionnaire,0,5,210000,Not in short questionnaire,752,10,75,No,Not in short questionnaire
13402161,Chenango County Medical Examiner,NY,Medical examiner office,"Chenango County, New York",No,No,0,1,200000,Logical skip,190,180,0,No,No
13402163,Cortland County Coroner,NY,Coroner office,Cortland County,No,No,0,2,172344,48524,70,70,32,Yes,No
13402165,Essex County Coroner,NY,Coroner office,Essex County,Not in short questionnaire,Not in short questionnaire,0,0,106199,Not in short questionnaire,5547,7,35,No,Not in short questionnaire
13402166,Greene County Coroner,NY,Coroner office,Greene County,Not in short questionnaire,Not in short questionnaire,2,0,8000,Not in short questionnaire,Logical skip,Logical skip,5,No,Not in short questionnaire
13402167,Montgomery County Coroner,NY,Coroner office,Montgomery County,Not in short questionnaire,Not in short questionnaire,0,2,83100,Not in short questionnaire,263,60,40,No,Not in short questionnaire
13402168,Livingston County Coroner,NY,Coroner office,Livingston County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,Logical skip,Logical skip,3,Yes,Not in short questionnaire
13501257,Ashland County Coroner,OH,Coroner office,Ashland County Oh,No,No,3,0,146000,97000,141,41,0,Yes,No
13501258,Ashtabula County Coroner's Office,OH,Coroner office,Ashtabula County,No,No,5,1,396000,207000,793,390,44,Yes,No
13501260,Auglaize County Coroner's Office,OH,Coroner office,"Auglaize County, Ohio",No,No,2,0,120000,39963,86,24,10,Yes,No
13501261,Belmont County Coroner's Office,OH,Coroner office,Belmont County,Blank or nonresponse,Blank or nonresponse,2,1,127759,85062,203,203,7,No,Yes
13501262,Brown County Coroner,OH,Coroner office,Brown County Ohio,No,No,0,4,196000,56000,150,53,0,Yes,Yes
13501263,Butler County Coroner's Office,OH,Coroner office,Butler County Ohio,No,No,9,4,1124492,726212,628,394,208,Yes,No
13501264,Carroll County Coroner,OH,Coroner office,"Carroll County, Ohio, United States Of America",No,No,1,1,53000,36000,36,24,6,No,Yes
13501265,Champaign County Coroner,OH,Coroner office,Champaign County,No,No,0,2,136426,18000,Logical skip,52,22,No,Yes
13501266,Clark County Coroner,OH,Coroner office,Clark County Ohio,No,No,3,2,680221,255152,562,214,177,Yes,No
13501267,Clermont County Coroner's Office,OH,Coroner office,"Clermont County, Ohio",No,No,3,1,518328,Logical skip,411,195,145,Yes,No
13501268,Clinton County Coroner's Office,OH,Coroner office,Clinton County Ohio,No,No,3,0,266119,158297,313,57,57,No,No
13501269,Columbiana County Coroner,OH,Coroner office,Columbiana County,Blank or nonresponse,Blank or nonresponse,3,1,289953,Logical skip,581,118,19,Yes,No
13501270,Coshocton County Coroner,OH,Coroner office,Coshocton County Ohio,No,No,0,3,58000,40000,39,Logical skip,9,Yes,No
13501271,Crawford County Coroner's Office,OH,Coroner office,Crawford County,Not in short questionnaire,Not in short questionnaire,2,1,156650,Not in short questionnaire,74,44,0,No,Not in short questionnaire
13501272,Darke County Coroner's Office,OH,Coroner office,Darke County Ohio,No,No,1,1,188000,120000,227,102,38,No,No
13501273,Defiance County Coroner's Office,OH,Coroner office,Defiance County,Not in short questionnaire,Not in short questionnaire,1,0,90200,Not in short questionnaire,60,50,25,No,Not in short questionnaire
13501274,Delaware County Coroner,OH,Coroner office,"Delaware County, Ohio",No,No,2,2,555000,205000,119,119,30,Yes,No
13501275,"Cuyahoga County Regional Forensic Science Laboratory, Cuyahoga County Medical Examiner's Office",OH,Medical examiner office,"57 Municipalities Within The County, Including The City Of Cleveland",No,Yes,47,1,10000000,7000000,7500,3000,1750,Yes,No
13501276,Erie County Coroner's Office,OH,Coroner office,"Erie County, Ohio",No,No,0,2,5000,Blank or nonresponse,400,160,100,No,Yes
13501277,Fairfield County Coroner,OH,Coroner office,"Fairfield County, Ohio",No,No,3,4,432000,199758,355,138,53,Yes,No
13501278,Fayette County Coroner's Office,OH,Coroner office,"Fayette County, Ohio",No,No,1,1,110000,4000,40,40,0,No,No
13501279,Franklin County Coroner's Office,OH,Coroner office,Franklin County,Not in short questionnaire,Not in short questionnaire,19,0,5000000,Not in short questionnaire,4533,2077,1145,Yes,Not in short questionnaire
13501280,Fulton County Coroner,OH,Coroner office,Fulton County,No,No,1,3,154112,75000,55,34,0,No,Yes
13501281,Gallia County Coroner,OH,Coroner office,Gallia County,No,No,2,0,95000,Logical skip,300,70,27,No,No
13501282,Geauga County Coroner,OH,Coroner office,Geauga County,Blank or nonresponse,No,1,4,303851,280909,235,77,55,Yes,No
13501283,Greene County Coroner,OH,Coroner office,Greene County Coroner Office,Yes,Yes,5,0,679644,447190,989,154,120,Yes,No
13501284,Guernsey County Coroner's Office,OH,Coroner office,Guernsey County,Not in short questionnaire,Not in short questionnaire,1,0,91000,Not in short questionnaire,113,61,22,Yes,Not in short questionnaire
13501285,Hamilton County Coroner's Office,OH,Coroner office,"Hamilton County, Ohio",No,Yes,46,0,5000000,4200000,4417,1415,1199,Yes,No
13501286,Hancock County Coroner,OH,Coroner office,Hancock County Ohio,No,Yes,1,1,271399,53765,Logical skip,83,75,No,Yes
13501287,Hardin County Coroner's Office,OH,Coroner office,Hardin County Ohio,No,No,1,0,90000,35000,30,30,0,No,No
13501288,Harrison County Coroner's Office,OH,Coroner office,Harrison County,No,Yes,1,4,94585,59585,100,20,0,No,Yes
13501289,Henry County Coroner,OH,Coroner office,Henry County,No,No,1,2,87000,15000,60,50,22,Yes,No
13501290,Highland County Coroner,OH,Coroner office,Highland County,No,No,1,1,101403,30993,100,30,0,Yes,Yes
13501291,Hocking County Coroner's Office,OH,Coroner office,Hocking County,No,No,3,0,78000,Logical skip,250,30,25,Yes,No
13501292,Holmes County Coroner,OH,Coroner office,"Holmes County, Ohio",No,No,0,1,50000,Logical skip,100,36,8,Yes,No
13501293,Huron County Coroner's Office,OH,Coroner office,Huron County,Not in short questionnaire,Not in short questionnaire,0,1,135464,Not in short questionnaire,120,64,33,No,Not in short questionnaire
13501295,Jefferson County Coroner's Office,OH,Coroner office,Jefferson County,No,No,0,5,131000,Logical skip,200,100,7,No,No
13501296,Knox County Coroner,OH,Coroner office,Knox County,Not in short questionnaire,Not in short questionnaire,1,3,130000,Not in short questionnaire,100,48,47,No,Not in short questionnaire
13501297,Lake County Coroner,OH,Coroner office,"Lake County, Ohio",No,No,1,4,512500,156000,573,Logical skip,109,No,No
13501298,Lawrence County Coroner,OH,Coroner office,"Lawrence County, Oh",No,No,2,1,135000,76600,100,68,14,Yes,No
13501299,Licking County Coroner's Office,OH,Coroner office,"Licking County, Ohio",No,No,3,1,691087,508156,429,175,259,No,No
13501300,Logan County Coroner,OH,Coroner office,Logan County,Blank or nonresponse,Blank or nonresponse,0,0,66000,Logical skip,4974,60,60,No,Blank or nonresponse
13501301,Lorain County Coroner,OH,Coroner office,Lorain County,No,No,10,0,604925,433960,947,334,65,No,Yes
13501302,Lucas County Coroner's Office,OH,Coroner office,"Lucas County, Oh",Yes,Yes,15,3,2550831,1387612,Logical skip,1686,1309,Yes,No
13501304,Mahoning County Coroner,OH,Coroner office,Mahoning County,No,No,8,0,866000,625867,1517,1517,138,No,No
13501305,Marion County Coroner,OH,Coroner office,Marion County,No,No,2,0,184515,87244,223,98,62,Yes,No
13501306,Medina County Coroner,OH,Coroner office,Medina County,Not in short questionnaire,Not in short questionnaire,1,2,269348,Not in short questionnaire,226,136,47,Yes,Not in short questionnaire
13501307,Meigs County Coroner,OH,Coroner office,Meigs County,No,No,2,0,75000,Logical skip,74,74,26,No,No
13501308,Mercer County Coroner,OH,Coroner office,Mercer County,Not in short questionnaire,Not in short questionnaire,1,0,65000,Not in short questionnaire,45,45,25,No,Not in short questionnaire
13501309,Miami County Coroner's Office,OH,Coroner office,"Miami County, Ohio",No,No,1,2,60000,60000,Logical skip,Logical skip,0,No,No
13501310,Monroe County Coroner's Office,OH,Coroner office,Monroe County,Not in short questionnaire,Not in short questionnaire,1,0,60043,Not in short questionnaire,34,34,6,No,Not in short questionnaire
13501311,Montgomery County Coroner's Office,OH,Coroner office,"Montgomery County Ohio, 40 Other Ohio Counties As A Regional Autopsy Center",No,Yes,39,7,6500000,3200000,6099,2572,2065,Yes,No
13501313,Morrow County Coroner,OH,Coroner office,Morrow County,No,No,1,0,50000,34000,47,47,0,Yes,No
13501314,Muskingum County Coroner's Office,OH,Sheriff-coroner office,Muskingum County,No,No,2,0,111000,70000,Logical skip,Logical skip,0,Yes,No
13501315,Nobel County Coroner,OH,Coroner office,Nobel County,Not in short questionnaire,Not in short questionnaire,1,0,50000,Not in short questionnaire,100,681,6,Yes,Not in short questionnaire
13501316,Ottawa County Coroner,OH,Coroner office,"Ottawa County, Oh",No,No,1,0,80000,40000,120,40,0,Yes,No
13501317,Paulding County Coroner,OH,Coroner office,"Paulding County, Ohio",No,No,0,0,64305,Logical skip,35,29,0,No,No
13501318,Perry County Coroner,OH,Coroner office,Perry County In Ohio,No,No,1,0,45000,Logical skip,63,47,13,No,Yes
13501319,Pickaway County Coroner's Office,OH,Coroner office,Pickaway County,Not in short questionnaire,Not in short questionnaire,1,0,80000,Not in short questionnaire,300,80,0,Yes,Not in short questionnaire
13501320,Pike County Coroner,OH,Coroner office,Pike County,No,No,1,1,114000,74000,106,94,35,No,No
13501321,Portage County Coroner,OH,Coroner office,Portage County,No,No,3,4,450000,140000,343,135,41,No,No
13501322,Preble County Coroner,OH,Coroner office,"Preble County, Ohio",No,Blank or nonresponse,1,2,221979,72628,203,42,35,No,No
13501323,Putnam County Coroner,OH,Coroner office,Putnam County,No,No,1,1,93598,39393,Logical skip,32,6,No,Yes
13501324,Richland County Coroner's Office,OH,Coroner office,"Richland County, Ohio",Yes,Yes,3,1,412000,412000,380,113,113,Yes,Yes
13501325,Ross County Coroner's Office,OH,Coroner office,"County Of Ross, Ohio",Yes,No,2,5,400772,157384,634,154,24,Yes,No
13501327,Scioto County Coroner,OH,Coroner office,Scioto County,No,No,2,0,338692,Logical skip,Logical skip,109,109,Yes,No
13501328,Seneca County Coroner,OH,Coroner office,Seneca County,Not in short questionnaire,Not in short questionnaire,2,0,120000,Not in short questionnaire,365,200,25,No,Not in short questionnaire
13501329,Shelby County Coroner,OH,Coroner office,Shelby County,Not in short questionnaire,Not in short questionnaire,0,1,127522,Not in short questionnaire,80,57,43,No,Not in short questionnaire
13501330,Stark County Coroner's Office,OH,Coroner office,Stark County Ohio,Yes,Yes,10,1,970000,420000,520,380,180,Yes,No
13501331,Summit County Medical Examiner's Office,OH,Medical examiner office,County Of Summit,No,Yes,19,0,2361900,2080200,2771,634,318,Yes,No
13501332,Trumbull County Coroner,OH,Coroner office,Trumbull County,No,No,7,0,713339,504733,979,270,127,Yes,No
13501333,Tuscarawas County Coroner,OH,Coroner office,"Tuscarawas County, Ohio",No,No,1,1,200000,120000,Logical skip,120,40,No,No
13501334,Union County Coroner's Office,OH,Coroner office,Union County Ohio,No,Yes,3,1,216301,83785,233,37,29,No,No
13501335,Van Wert County Coroner's Office,OH,Coroner office,"Van Wert County, Ohio",No,No,1,1,100000,Logical skip,62,34,17,Yes,No
13501336,Vinton County Coroner,OH,Coroner office,Vinton County,No,No,1,0,40000,Logical skip,28,13,0,Yes,Yes
13501337,Warren County Coroner,OH,Coroner office,"Warren County, Ohio",No,No,4,1,601153,397896,930,Logical skip,0,No,Yes
13501338,Washington County Coroner,OH,Sheriff-coroner office,Washington County,No,No,1,0,120000,50000,Logical skip,60,30,No,Yes
13501339,Wayne County Coroner's Office,OH,Coroner office,Wayne County Ohio,No,No,1,1,167400,142900,612,132,0,Yes,Yes
13501341,Wood County Coroner,OH,Coroner office,"Wood County , Ohio",No,No,1,1,208308,Logical skip,273,102,76,No,Yes
13501342,Wyandot County Coroner,OH,Coroner office,Wyandot County,Not in short questionnaire,Not in short questionnaire,0,2,61361,Not in short questionnaire,63,18,9,No,Not in short questionnaire
13601343,Oklahoma Office of the Medical Examiner,OK,Medical examiner office,State Of Oklahoma,No,No,110,7,15371000,10469000,28733,23812,1997,Yes,No
13701345,Oregon State Medical Examiner,OR,Medical examiner office,State Of Oregon,No,No,80,0,2591732,1793253,Logical skip,4603,658,Yes,No
13801346,Adams County Coroner's Office,PA,Coroner office,Adams County Pennsylvania,Yes,No,2,2,204395,Logical skip,1006,117,48,Yes,No
13801348,Armstrong County Coroner,PA,Coroner office,"Armstrong County, Pennsylvania.",No,No,1,4,200000,70000,650,315,45,Yes,No
13801351,Blair County Coroner,PA,Coroner office,Blair County,No,No,2,0,3752200,49500,2810,212,152,Yes,No
13801352,Bradford County Coroner's Office,PA,Coroner office,Bradford County,No,No,1,1,188874,104824,1125,510,39,Yes,No
13801353,Bucks County Coroner's Office,PA,Coroner office,Bucks County Pennsylvania,No,No,8,4,1316801,870200,1593,754,346,Yes,No
13801354,Butler County Coroner,PA,Coroner office,"Butler County, Pa",No,No,1,3,697468,268458,1600,206,92,Yes,No
13801355,Cambria County Coroner,PA,Coroner office,Pa. Cambria County,Yes,Blank or nonresponse,12,0,650000,100000,1800,Logical skip,100,Yes,No
13801356,Cameron County Coroner,PA,Coroner office,Cameron County,No,No,0,0,24000,Logical skip,Logical skip,Logical skip,1,No,No
13801357,Carbon County Coroner's Office,PA,Coroner office,Carbon County,No,No,1,0,141000,19000,450,350,35,Yes,No
13801358,Centre County Coroner's Office,PA,Coroner office,Centre County,No,No,3,1,372713,229215,770,190,90,Yes,No
13801359,Chester County Coroner's Office,PA,Coroner office,"Chester County, Pennsylvania",No,No,7,10,970000,Blank or nonresponse,1137,668,196,Yes,No
13801360,Clarion County Coroner,PA,Coroner office,"Clarion County, Commonwealth Of Pennsylvania",No,No,1,0,75720,39000,72,36,16,No,No
13801361,"Clearfield County Government, Coroner's Office",PA,Coroner office,Clearfield County,No,No,1,0,255473,51439,Logical skip,228,52,No,No
13801362,Clinton County Coroner,PA,Coroner office,Clinton County,No,No,1,2,161570,72201,98,98,14,Yes,Yes
13801363,Columbia County Coroner's Office,PA,Coroner office,Columbia County,No,No,1,1,135000,29004,460,160,22,Yes,No
13801365,Cumberland County Coroner's Office,PA,Coroner office,"Cumberland County, Pennsylvania",No,No,8,2,1150000,Logical skip,884,328,77,Yes,No
13801366,Dauphin County Coroner's Office,PA,Coroner office,Dauphin County,No,No,8,4,1521436,754393,3021,656,117,Yes,No
13801368,Elk County Coroner's Office,PA,Coroner office,"County Of Elk, Pennsylvania",No,No,1,1,90000,6000,88,45,8,No,Yes
13801369,Erie County Coroner's Office,PA,Coroner office,Erie County,No,No,2,0,900000,310000,3850,2627,111,Yes,No
13801371,Forest County Coroner,PA,Coroner office,Pennsylvania    Forest County,No,No,1,2,78000,45000,45,25,4,Yes,Yes
13801372,Franklin County Coroner,PA,Coroner office,All Of Franklin County Pa,No,No,2,0,227015,209634,800,175,55,Yes,Yes
13801373,Fulton County Coroner,PA,Coroner office,Fulton County,No,No,1,0,30000,17000,25,Logical skip,6,No,No
13801374,Greene County Coroner,PA,Coroner office,Greene County Pa.,No,No,4,0,20000000,100000,150,80,80,Yes,No
13801375,Huntingdon County Coroner's Office,PA,Coroner office,Huntingdon County,Not in short questionnaire,Not in short questionnaire,1,0,128071,Not in short questionnaire,340,120,33,Yes,Not in short questionnaire
13801376,Indiana County Coroner,PA,Coroner office,"Indiana County, Pa",No,No,2,0,271653,128523,734,140,54,Yes,No
13801379,Lackawanna County Coroner's Office,PA,Coroner office,"Lackawanna County, Pa",No,No,10,0,850000,200000,Logical skip,Logical skip,150,Yes,No
13801380,Lancaster County Coroner,PA,Coroner office,"County Of Lancaster, Pa",Yes,No,8,1,1454000,615784,3039,808,193,Yes,No
13801381,Lawrence County Coroner's Office,PA,Coroner office,Lawrence County Pennsylvania,Will be by 2020,Will be by 2020,2,2,376659,170000,490,200,80,Yes,Yes
13801382,Lehigh County Coroner's Office & Forensics Center,PA,Coroner office,Lehigh County,Yes,No,16,7,2696922,1629977,7258,1049,327,Yes,No
13801384,Lycoming County Coroner's Office,PA,Coroner office,"Lycoming County, Pa",No,No,4,0,269789,191940,432,432,24,Yes,No
13801386,Mercer County Coroner,PA,Coroner office,Mercer County Pennsylvania,No,No,1,7,179071,107771,483,171,17,Yes,No
13801387,Mifflin County Coroner's Office,PA,Coroner office,Mifflin County,Yes,No,1,1,184187,Logical skip,358,95,15,Yes,No
13801388,Monroe County Coroner,PA,Coroner office,"Monroe County, Pennsylvania",No,No,7,0,920000,Logical skip,1200,433,135,Yes,No
13801389,Montgomery County Coroner's Office,PA,Coroner office,"Montgomery County, Pa",No,No,8,6,1707963,763944,2543,1007,503,Yes,Yes
13801390,Montour County Coroner,PA,Coroner office,Montour County,No,No,1,2,149992,48702,1600,800,50,Yes,Yes
13801391,Northampton County Coroner's Office,PA,Coroner office,"Northampton County, Pa",No,No,9,13,1159510,Blank or nonresponse,2647,615,215,Yes,No
13801393,Berks County Coroner,PA,Coroner office,"County Of Berks, Pa",No,No,13,4,1538105,800000,3363,807,69,Yes,No
13801394,Perry County Coroner's Office,PA,Coroner office,"Pennsylvania State, Perry County, New Bloomfield",No,No,1,7,130000,44400,83,83,16,Yes,No
13801395,Philadelphia Medical Examiner's Office,PA,Medical examiner office,City of Philadelphia,Not in short questionnaire,Not in short questionnaire,19,0,5876692,Not in short questionnaire,5819,3037,1722,Yes,Not in short questionnaire
13801396,Pike County Coroner's Office,PA,Coroner office,"Pike County, Pa",No,No,2,1,227735,Logical skip,271,128,21,Yes,Yes
13801397,Potter County Coroner's Office,PA,Coroner office,"Potter County, Pennsylvania",No,No,1,0,50000,Logical skip,Logical skip,Logical skip,1,No,Yes
13801399,Snyder County Coroner,PA,Coroner office,Snyder County,No,No,0,0,151457,Blank or nonresponse,Logical skip,Logical skip,10,No,Yes
13801400,Somerset County Coroner,PA,Coroner office,Somerset County,Not in short questionnaire,Not in short questionnaire,1,0,240304,Not in short questionnaire,220,220,45,No,Not in short questionnaire
13801401,Sullivan County Coroner,PA,Coroner office,Sullivan County,Not in short questionnaire,Not in short questionnaire,2,6,21042,Not in short questionnaire,11,4,0,No,Not in short questionnaire
13801402,Susquehanna County Coroner,PA,Coroner office,Susquehanna County,No,No,2,2,215000,Logical skip,263,Logical skip,27,Yes,No
13801403,Tioga County Coroner,PA,Coroner office,Tioga County,No,No,0,0,0,Logical skip,64,64,21,No,No
13801404,Union County Coroner's Office,PA,Coroner office,Union County Pa,No,No,1,2,120000,80000,200,65,6,No,No
13801406,Warren County Coroner,PA,Coroner office,"Warren County, Pennsylvania",No,No,1,0,66450,Logical skip,Logical skip,Logical skip,0,Yes,No
13801407,Washington County Coroner's Office,PA,Coroner office,Washington County Pennsylvania,Yes,No,3,0,897000,202000,2188,181,181,Yes,No
13801408,Wayne County Coroner,PA,Coroner office,"Wayne County, Pennsylvania",No,No,2,1,350785,Logical skip,534,107,67,Yes,No
13801409,Westmoreland County Coroner's Office,PA,Coroner office,"Westmoreland County, Pennsylvania",No,No,7,3,1312437,468060,2875,457,186,Yes,No
13801410,Wyoming County Coroner,PA,Coroner office,Wyoming County Pennsylvania,No,No,1,4,146390,50521,118,68,25,Yes,Yes
13801411,York County Coroner,PA,Coroner office,"York County, Pennsylvania",No,No,6,9,1275000,375000,3533,688,250,Yes,No
13901414,Rhode Island Office of the Medical Examiner,RI,Medical examiner office,Rhode Island And Providence Plantations State,No,Yes,16,0,2971526,2167730,8487,1402,668,Yes,No
14001415,Abbeville County Coroner,SC,Coroner office,Abbeville County,Not in short questionnaire,Not in short questionnaire,1,4,58594,Not in short questionnaire,175,175,29,No,Not in short questionnaire
14001416,Aiken County Coroner's Office,SC,Coroner office,Aiken County,No,No,5,0,733485,252734,1506,Logical skip,117,Yes,No
14001418,Anderson County Coroner's Office,SC,Coroner office,"Anderson County, South Carolina",No,No,7,1,771970,683615,2012,2012,110,No,No
14001420,Barnwell County Coroner,SC,Coroner office,Barnwell County,No,No,2,4,69825,37505,172,85,27,Yes,No
14001421,Beaufort County Coroner's Office,SC,Coroner office,Beaufort County South Carolina,No,No,4,2,546000,Blank or nonresponse,Logical skip,1381,123,Yes,No
14001422,Berkeley County Coroner's Office,SC,Coroner office,Berkeley County,No,No,6,0,550792,437122,1091,1091,187,Yes,No
14001423,Calhoun County Coroner's Office,SC,Coroner office,Calhoun County,Not in short questionnaire,Not in short questionnaire,2,0,44171,Not in short questionnaire,112,20,8,Yes,Not in short questionnaire
14001424,Charleston County Coroner's Office,SC,Coroner office,"Charleston County, South Carolina",Yes,No,13,1,2074655,1252490,3805,2304,416,Yes,No
14001425,Cherokee County Coroner,SC,Coroner office,Cherokee County,No,No,1,3,97673,210906,410,410,68,Yes,No
14001426,Chester County Coroner's Office,SC,Coroner office,Chester County,No,No,3,0,89000,75000,50,50,15,Yes,No
14001427,Chesterfield County Coroner,SC,Coroner office,Chesterfield County,No,No,2,0,135422,85418,320,Logical skip,80,Yes,Yes
14001428,Clarendon County Coroner,SC,Coroner office,Clarendon County,No,No,2,0,194560,72192,Logical skip,Logical skip,20,No,No
14001429,Colleton County Coroner's Office,SC,Coroner office,Colleton County Sc,No,No,3,1,259335,180303,492,Logical skip,74,No,No
14001430,Darlington County Coroner's Office,SC,Coroner office,"Fourth Judicial Circuit, Darlington County, City Of Darlington, City Of Hartsville, City Of Society Hill, City Of Lamar.",No,No,1,16,138902,47555,599,599,111,Yes,Yes
14001432,Dorchester County Coroner's Office,SC,Coroner office,Dorchester County,Will be by 2020,No,5,1,536149,375125,947,847,80,Yes,No
14001433,Edgefield County Coroner,SC,Coroner office,"Edgefield County, South Carolina",No,No,0,2,100000,50000,175,125,20,No,Yes
14001434,Fairfield County Coroner,SC,Coroner office,Fairfield County,Will be by 2020,No,3,5,193565,21000,198,185,42,Yes,No
14001435,Florence County Coroner's Office,SC,Coroner office,Florence County,No,No,4,0,382276,261296,1637,391,70,Yes,No
14001436,Georgetown County Coroner,SC,Coroner office,Georgetown County And All Municipal Body's Within Said County,No,No,2,0,234800,96400,840,500,100,Yes,No
14001437,Greenville County Coroner's Office,SC,Coroner office,Greenville County (Sc),No,No,8,0,1100882,942186,4552,2912,385,No,No
14001438,Greenwood County Coroner's Office,SC,Coroner office,Greenwood County,Yes,No,3,0,240000,Logical skip,1043,Logical skip,26,Yes,No
14001439,Hampton County Coroner,SC,Coroner office,Hampton County,Not in short questionnaire,Not in short questionnaire,0,3,81213,Not in short questionnaire,162,200,20,No,Not in short questionnaire
14001440,Horry County Coroner,SC,Coroner office,South Carolina Horry County,No,No,12,0,1200000,Logical skip,Logical skip,Logical skip,225,No,No
14001441,Jasper County Coroner's Office,SC,Coroner office,"Jasper County, South Carolina",Yes,No,1,3,243990,69400,223,30,45,No,Yes
14001442,Kershaw County Coroner,SC,Coroner office,"Kershaw County, Sc",No,No,2,1,228000,92000,550,200,100,No,No
14001443,Lancaster County Coroner,SC,Coroner office,"Lancaster County, Sc",No,No,4,15,465775,179730,554,554,97,Yes,No
14001444,Laurens County Coroner's Office,SC,Coroner office,"Laurens County, South Carolina",Yes,No,24,23,244469,133845,583,583,60,No,No
14001445,Lee County Coroner,SC,Coroner office,Lee County,No,No,0,3,88044,Blank or nonresponse,Logical skip,Logical skip,18,Yes,No
14001446,Lexington County Coroner's Office,SC,Coroner office,Lexington County,Yes,No,12,9,1454022,734082,2608,2347,177,Yes,No
14001447,Marion County Coroner,SC,Coroner office,"Marion County, Sc",No,No,3,0,90000,Logical skip,250,200,30,No,Yes
14001448,Marlboro County Coroner,SC,Coroner office,Marlboro County,Not in short questionnaire,Not in short questionnaire,1,1,110000,Not in short questionnaire,50,30,29,No,Not in short questionnaire
14001449,McCormick County Coroner,SC,Coroner office,McCormick County,No,No,1,0,26800,16000,Logical skip,Logical skip,6,No,No
14001450,Newberry County Coroner,SC,Coroner office,County Of Newberry,Yes,No,1,0,179047,68060,340,200,61,Yes,Yes
14001451,Oconee County Coroner's Office,SC,Coroner office,"Oconee County, Sc",No,No,2,0,232872,143102,390,Logical skip,45,No,No
14001452,Orangeburg County Coroner's Office,SC,Coroner office,Orangeburg County South Carolina,No,No,1,1,320139,Logical skip,784,784,108,No,No
14001453,Pickens County Coroner,SC,Coroner office,"Pickens County, South Carolina",No,No,1,2,293174,Logical skip,Logical skip,Logical skip,130,No,No
14001454,Richland County Coroner,SC,Coroner office,Richland County,Yes,No,34,3,2888000,Logical skip,4000,4000,750,Yes,No
14001455,Saluda County Coroner,SC,Coroner office,Saluda County,Not in short questionnaire,Not in short questionnaire,1,1,112228,Not in short questionnaire,142,142,15,Yes,Not in short questionnaire
14001456,Spartanburg County Coroner,SC,Coroner office,Spartanburg County S.C.,Yes,No,12,1,1482352,524627,2180,655,290,Yes,No
14001457,Sumter County Coroner,SC,Coroner office,Sumter County,No,No,4,1,298415,123596,745,418,94,No,No
14001458,Union County Coroner,SC,Coroner office,Union County,Not in short questionnaire,Not in short questionnaire,0,4,100000,Not in short questionnaire,200,525,45,No,Not in short questionnaire
14001459,Williamsburg County Coroner's Office,SC,Coroner office,Williamsburg County,No,No,1,3,152900,Logical skip,Logical skip,Logical skip,15,No,No
14001460,York County Coroner,SC,Coroner office,"York County, Sc",Yes,No,9,0,1200000,327000,1903,Logical skip,120,Yes,No
14101461,Aurora County Coroner,SD,Coroner office,Aurora County South Dakota,No,No,2,0,2000,2000,4,4,0,Yes,Yes
