CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,OFFICE_TYPE_ORIGINAL,OFFICE_TYPE_OTHER,LEVEL_GOV,LEVEL_GOV_ORIGINAL,AGENCY_TYPE,AGENCY_TYPE_OTHER,JURIS,ACCR_IACME,ACCR_NAME,AUTP_FT,AUTP_PT,AUTP_CON,AUTP_CALL,COR_FT,COR_PT,COR_CON,COR_CALL,INV_FT,INV_PT,INV_CON,INV_CALL,FORT_FT,FORT_PT,FORT_CON,FORT_CALL,FORA_FT,FORA_PT,FORA_CON,FORA_CALL,SUP_FT,SUP_PT,SUP_CON,SUP_CALL,ADM_FT,ADM_PT,ADM_CON,ADM_CALL,ANC_FT,ANC_PT,ANC_CON,ANC_CALL,FT_TOT,PT_TOT,CON_TOT,CALL_TOT,AUTP_SAL_MIN,AUTP_SAL_MAX,AUTP_SAL_NA,COR_SAL_MIN,COR_SAL_MAX,COR_SAL_NA,INV_SAL_MIN,INV_SAL_MAX,INV_SAL_NA,FOR_SAL_MIN,FOR_SAL_MAX,FOR_SAL_NA,CERT_ABP,CERT_ABMDI,CERT_FORABFT,CERT_FORAABFT,BUD_TOTAL,BUD_TOTAL_EST,BUD_FY_MO,BUD_FY_DAY,BUD_FY_YEAR,BUD_PERS,BUD_PERS_TOTAL,BUD_PERS_TOTAL_EST,CON_FEE,CREMWAIV_FEE,PRIVAUT_FEE,REC_FEE,TEACH_FEE,TEST_FEE,TRANSP_FEE,GRANTS_FEE,OTHER_FEE,OTHER_FEE_OTHER,REP_CASE,REP_CASE_NUM_NOTRK,REP_CASE_NUM,REP_CASE_NUM_EST,ACC_CASE,ACC_CASE_NUM_NOTRK,ACC_CASE_NUM,ACC_CASE_NUM_EST,REP_CASE_TRI,REP_CASE_TRI_TOTAL_NOTRK,REP_CASE_TRI_TOTAL,REP_CASE_TRI_TOTAL_EST,REP_CASE_TRI_INCL,ACC_CASE_TRI,ACC_CASE_TRI_TOTAL_NOTRK,ACC_CASE_TRI_TOTAL,ACC_CASE_TRI_TOTAL_EST,ACC_CASE_TRI_INCL,COMPL_AUTO_TOTAL,COMPL_AUTO_TOTAL_EST,PROV_DEATH_INV,PROV_DEATH_PHOTO,PROV_MED_REVIEW,PROV_EXT_EXAM,PROV_PART_AUTO,PROV_COMP_AUTO,PROV_CHARAC_SKEL,PROV_AUTO_PHOTO,PROV_FOR_TOX,PROV_XRAY,PROV_META_SCRN,PROV_CREM_WAIV,PROV_DEATH_CERT,PROV_ANTHRO,PROV_CARD_PATH,PROV_HIST,PROV_MICROB,PROV_NEURO,PROV_ODONT,PERF_DEATH_INV_AUTOPSY,PERF_DEATH_INV_CORONER,PERF_DEATH_INV_DEATH,PERF_DEATH_INV_OTHER,PERF_DEATH_INV_OFFICE,PERF_DET_ACC_AUTOPSY,PERF_DET_ACC_CORONER,PERF_DET_ACC_DEATH,PERF_DET_ACC_OTHER,PERF_DET_ACC_OFFICE,PERF_EXT_EXAM_AUTOPSY,PERF_EXT_EXAM_CORONER,PERF_EXT_EXAM_DEATH,PERF_EXT_EXAM_OTHER,PERF_EXT_EXAM_OFFICE,PERF_DET_AUTO_AUTOPSY,PERF_DET_AUTO_CORONER,PERF_DET_AUTO_DEATH,PERF_DET_AUTO_OTHER,PERF_DET_AUTO_OFFICE,PERF_DET_FOR_TOX_AUTOPSY,PERF_DET_FOR_TOX_CORONER,PERF_DET_FOR_TOX_DEATH,PERF_DET_FOR_TOX_OTHER,PERF_DET_FOR_TOX_OFFICE,NXTOFKN_DEATH_MEC,NXTOFKN_DEATH_FSP,NXTOFKN_DEATH_LEP,NXTOFKN_DEATH_OTH,NXTOFKN_DEATH_OTH_OTHER,NXTOFKN_PREF_MED,NXTOFKN_PREF_FAM,NXTOFKN_PREF_LEP,NXTOFKN_PREF_OTH,NXTOFKN_PREF_OTH_OTHER,FINDIS_POLICY,FINDIS_POSS,UNREM_REC,UNREM_REC_EST,UNREM_REC_DK,UNREM_DNA,UNREM_DNA_EST,UNREM_DNA_DK,UNREM_OLDEST,UNREM_OLDEST_EST,UNREM_OLDEST_DK,UNREM_FINAL,UNREM_FINAL_EST,UNREM_FINAL_DK,SUIDS_SCENE,SUIDS_REENACT,SUIDS_FTOX,SUIDS_AUTOPSY,SUIDS_REVIEW,SUIDS_GENE,SUIDS_META,SUIDS_MICROBIO,SUIDS_SKEL,SIDS_DIAG,SUID_DIAG,OPIOID_STRAT,SCENE_DRUG_SCR,DRUG_SCR_CONFIRM,CMS,CMS_ALL,RETN_RECS,RETN_FORT,RETN_EVID,RETN_UNREM,RETN_UNREM_RECS,CASE_REC_MAINT,INV_REC_ARC,RECS_ONSITE,RECS_GOVT,RECS_THIRDPRTY,RECS_OTHER,INTERNET_SEP,ACC_CRIMHIST,ACC_FNGRPRINT,ACC_RX,ACC_MASS_FATAL,ACC_DIS_PLAN,ACC_BLOODBORNE,ACC_LIFTING,ACC_STRESS,PART_EMERG,ACC_CAT,ACC_MRI,ACC_CHILD_FATAL,ACC_DROWN,ACC_DRUG_REVIEW,ACC_ELDERLY,ACC_INFECT,ACC_MATERNAL,ACC_POISON,ACC_SUICIDE,ACC_VULN_ADULT,DATA_CODIS,DATA_FARS,DATA_NCIC,DATA_NAMUS,DATA_NVDRS,DATA_SUDORS,DATA_STATE_LOCAL,DATA_OTHER,ACC_ADVOCATE,ACC_GRIEF,ACC_BYSTANDERS,WITHIN_BUSNSS,ORI,JURIS_FLAG,OFFICE_TYPE_FLAG,LEVEL_GOV_FLAG,AUTP_FT_FLAG,AUTP_PT_FLAG,AUTP_CON_FLAG,AUTP_CALL_FLAG,COR_FT_FLAG,COR_PT_FLAG,COR_CON_FLAG,COR_CALL_FLAG,INV_FT_FLAG,INV_PT_FLAG,INV_CON_FLAG,INV_CALL_FLAG,FORT_FT_FLAG,FORT_PT_FLAG,FORT_CON_FLAG,FORT_CALL_FLAG,FT_TOT_FLAG,PT_TOT_FLAG,CON_TOT_FLAG,CALL_TOT_FLAG,BUD_TOTAL_FLAG,REP_CASE_FLAG,REP_CASE_NUM_NOTRK_FLAG,REP_CASE_NUM_FLAG,REP_CASE_NUM_EST_FLAG,ACPT_CASES_FLAG,ACC_CASE_NUM_NOTRK_FLAG,ACC_CASE_NUM_FLAG,COMPL_AUTO_TOTAL_FLAG,PROV_DEATH_INV_FLAG,PROV_DEATH_PHOTO_FLAG,PROV_MED_REVIEW_FLAG,PROV_EXT_EXAM_FLAG,PROV_PART_AUTO_FLAG,PROV_COMP_AUTO_FLAG,PROV_CHARAC_SKEL_FLAG,FINDIS_POSS_FLAG,UNREM_REC_FLAG,UNREM_DNA_FLAG,CMS_FLAG,RETN_RECS_FLAG,RETN_FORT_FLAG,RETN_EVID_FLAG,RETN_UNREM_FLAG,RETN_UNREM_RECS_FLAG,ACC_CRIMHIST_FLAG,ACC_FNGRPRINT_FLAG,ACC_RX_FLAG,DATA_CODIS_FLAG,DATA_FARS_FLAG,DATA_NCIC_FLAG,DATA_NAMUS_FLAG,DATA_NVDRS_FLAG,DATA_SUDORS_FLAG,DATA_STATE_LOCAL_FLAG,DATA_OTHER_FLAG,POPSERVED,SURVEY_TYPE,WEIGHT_FINAL_CRITICAL,WEIGHT_FINAL_LONG,STRATA
10201799,Choctaw County Coroner,AL,1,1, ,2,2,3, ,"Choctaw County, Al.",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,23000,-8,12,31,2018,2,-3,-3,2,2,2,2,2,2,2,2,-8, ,1,-8,45,-8,1,-8,35,-8,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,40,-8,4,1,2,1,2,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,0,1,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-8,1,1,1,-8,-8,-8,-8,1,-8,2,1,1,2,-3,1,1,1,1,2,3,1,1,-8,-8,-8,2,2,2,2,-8,-8,-8,-8,-8,2,3,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,2,2,2,1,1,-8,-8,-8,1,2,0, , ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7, ,7,0,7,7,7,7,7,7,7,7,7,0,7,7,0,0,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,12841,2,1.379914543,1.79974646,12
10201801,Clay County Coroner,AL,1,1, ,2,2,-1, ,Clay County,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22158,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,-8,38,-8,1,-8,33,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-8,2,2,2,1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,1, , ,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,7,0,0, ,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13275,4,1.379577864, ,12
10201802,Cleburne County Coroner,AL,1,1, ,2,2,-1, ,Cleburne County,-1,-1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21000,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,2,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-8,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1, , ,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7, ,7,0,7,7,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14987,4,1.37825266, ,12
10201803,Coffee County Coroner,AL,1,1, ,2,2,-1, ,Coffee County,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,1,100,1,1,-8,100,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51909,4,1.350767091, ,12
10201805,Conecuh County Coroner,AL,1,1, ,2,2,-1, ,Conecuh County,-1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15000,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,1,36,1,1,1,36,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,1,1,1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,2,-1,-1,-1,-1,-1,1, , ,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12277,4,1.380352514, ,12
10201808,Crenshaw County Coroner,AL,1,1, ,2,2,-1, ,Crenshaw County,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19000,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,-8,34,-8,1,-8,34,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,2,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13824,4,1.379152398, ,12
10201809,Cullman County Coroner,AL,1,1, ,2,2,1, ,Cullman County Alabama,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,-3,1,25000,25000,0,-3,-3,1,-3,-3,1,4,4,4,4,27700,1,9,30,2018,1,12500,0,2,2,2,2,2,2,2,2,2, ,1,0,247,0,1,0,247,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0, ,1,0,1,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,3,3,3,1,1,1,2,2,-3,2,-3,2,2,2,2,2,3,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83442,1,1.328872997,1.733070562,12
10201810,Dale County Coroner,AL,1,1, ,2,2,-1, ,Dale County,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50000,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,0,100,0,1,0,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,0,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,1,3,2,2,2,-1,-1,-1,-1,-1,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48956,3,1.352890241, ,12
10201811,Dekalb County Coroner,AL,1,1, ,2,2,1, ,Dekalb County,2,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,-3,-3,1,12000,12000,0,-3,-3,1,-3,-3,1,4,3,4,4,0,0,12,31,2018,2,-3,-3,2,2,2,2,2,2,1,2,2, ,1,0,200,1,1,0,200,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,25,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,2,2,1,2,-3,2,-3,2,2,2,2,2,1,2,-3,-3,-3,-3,1,3,2,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2,3,3,3,1,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71385,1,1.337079094,1.744050503,12
10201813,Escambia Medical Examiner,AL,2,2, ,2,2,-1, ,Escambia County,-1,-1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8944,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,-8,224,-8,1,-8,199,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,4,4,1,1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,3,1,2,-1,-1,-1,-1,-1,1, , ,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0, ,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36748,4,1.31186626, ,22
10201814,Etowah County Coroner,AL,1,1, ,2,2,1, ,Etowah County,2,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,4,4,4,23747,-8,9,30,2018,1,15200,-8,2,2,2,2,2,2,2,2,2, ,1,-8,239,-8,1,-8,239,-8,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-8,1,1,2,2,2,2,2,2,2,4,4,1,1,2,2,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1,2,2,2,2,1,1,1,2,-3,2,-3,1,2,2,2,1,3,1,1,2,2,2,1,2,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102501,2,1.316304804,1.716043439,12
10201815,Fayette County Coroner,AL,1,1, ,2,2,5, ,"Fayette County, Alabama",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,-3,1,7200,7200,0,-3,-3,1,-3,-3,1,4,3,4,4,12500,1,9,30,2018,1,10000,1,2,2,2,2,2,2,2,2,2, ,1,0,120,1,1,0,75,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,1,3,3,3,3,3,3,3,1,3,3,4,4,4,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0, ,1,0,0,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1,2,2,2,2,2,1,1,2,-3,2,-3,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16433,1,1.377136948,1.796212293,12
10201816,Franklin County Coroner,AL,1,1, ,2,2,5, ,Franklin County,2,2,0,0,1,0,1,0,0,3,1,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,4,6,-3,-3,1,300,300,0,50,50,0,-3,-3,1,4,3,4,4,12400,1,10,31,2019,1,4200,0,2,2,2,2,2,2,2,2,2, ,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,1,1,1,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0, ,1,0,1,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,-3,3,3,3,3,3,1,1,1,2,2,2,2,3,3,3,1,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,0, , ,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,7, ,7,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31363,1,1.36580698,1.781689156,12
10201817,Geneva County Coroner,AL,1,1, ,2,2,5, ,"Geneva County, Alabama",2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3,-3,1,11000,11000,0,-3,-3,1,-3,-3,1,1,1,1,1,20000,1,1,14,2019,1,500,1,2,2,2,2,2,2,1,2,2, ,1,0,100,1,1,0,100,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,25,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26314,1,1.369600094,1.786570695,12
